domain,sources,date_snapshotted,available,mbfc_tags,ng_tags,os_tags,pf_tags
ecnorthcarolinanews.com,NYTimesPinkSlime,,,,,,
ecohionews.com,NYTimesPinkSlime,,,,,,
ecoklahomanews.com,NYTimesPinkSlime,,,,,,
economicnoise.com,OpenSources,,TRUE,,,political;unreliable,
ectexasnews.com,NYTimesPinkSlime,,,,,,
ecvirginianews.com,NYTimesPinkSlime,,,,,,
ecwisconsinnews.com,NYTimesPinkSlime,,,,,,
educate-yourself.org,OpenSources,,TRUE,,,conspiracy;junksci,
educateinspirechange.org,NewsGuard,,TRUE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership,,
educateinspirechange.org/health,OpenSources,,TRUE,,,clickbait;junksci,
educationdailywire.com,NYTimesPinkSlime,,,,,,
egyptianreview.com,NYTimesPinkSlime,,,,,,
electionnightgatekeepers.com,OpenSources,,TRUE,,,conspiracy;unreliable,
elizabethtowntimes.com,NYTimesPinkSlime,,,,,,
elkharttimes.com,NYTimesPinkSlime,,,,,,
elkhornguide.com,NYTimesPinkSlime,,,,,,
ellensburgguide.com,NYTimesPinkSlime,,,,,,
elpasostandard.com,NYTimesPinkSlime,,,,,,
embols.com,OpenSources;MBFC;Allcott18;Grinberg19,,FALSE,Left,,fake,
emeraldcoasttimes.com,NYTimesPinkSlime,,,,,,
empirehearland.com,OpenSources,,FALSE,,,fake,
empireherald.com,OpenSources;Wikipedia;Snopes;MBFC;CBS;Buzzfeed16;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;Grinberg19,,TRUE,Fake News,,fake;satire,
empirenews.net,OpenSources;Wikipedia;FactCheck;Snopes;CBS;Buzzfeed16;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;Grinberg19,,TRUE,,,fake,
empiresports.co,OpenSources;Wikipedia;Buzzfeed16;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;Grinberg19,,TRUE,,,satire,
empirestatetoday.com,NYTimesPinkSlime,,,,,,
en-bref.fr,Buzzfeed17;Buzzfeed18;Allcott18,,FALSE,,,,
en-volve.com,FactCheck;MBFC;PolitiFact;Allcott18;NewsGuard;Grinberg19,,TRUE,Extreme Right;Propaganda;Fake News,falseContent;accountabilityPractices;basicStandards;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
en-vovle.com,OpenSources,,FALSE,,,fake,
en.hawarnews.com,MBFC,,FALSE,Extreme Left;Propaganda,,,
en.mediamass.net,Buzzfeed18;Allcott18;Grinberg19,,FALSE,,,,
en.metapedia.org,MBFC,,FALSE,Extreme Right;Hate Group,,,
en.newsner.com,MBFC,,FALSE,Lack of Transparency;Poor Sourcing;Pseudoscience,,,
en.radiovaticana.va,MBFC,,FALSE,,,,
en.search.farsnews.com,MBFC,,FALSE,Left,,,
enabon.com,OpenSources,,FALSE,,,fake,
enchantmentstatenews.com,NYTimesPinkSlime,,,,,,
endingthefed.com,OpenSources;MBFC;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Conspiracy,,bias,
endoftheamericandream.com,OpenSources;Allcott18,,TRUE,,,Conspiracy;Fake;Political,
endtimeheadlines.org,Allcott18,,TRUE,,,,
enduringvision.com,OpenSources,,TRUE,,,fake,
english.alarabiya.net,Wikipedia,,TRUE,,,,
englishvalleyguide.com,NYTimesPinkSlime,,,,,,
enhlive.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Some Fake News,,fake,
equalitystatenews.com,NYTimesPinkSlime,,,,,,
eriecotimes.com,NYTimesPinkSlime,,,,,,
eutimes.net,OpenSources;Allcott18,,TRUE,,,hate;conspiracy,
eutopia.buzz,OpenSources,,FALSE,,,fake;satire;conspiracy,
evergreenreporter.com,NYTimesPinkSlime,,,,,,
everydaybreakingnews.com,Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,,
everynewshere.com,Allcott18;Grinberg19,,FALSE,,,,
ewao.com,OpenSources,,TRUE,,,junksci,
experimentalvaccines.org,OpenSources,,TRUE,,,junksci;conspiracy,
explainlife.com,NewsGuard,,TRUE,,ownership;management;contentCreators;accountabilityPractices;basicStandards;deceptiveHeadlines;falseContent;newsOpinion,,
expose1933.com,OpenSources,,TRUE,,,conspiracy;hate,
exposinggovernment.com,MBFC,,TRUE,Extreme Right;Conspiracy,,,
express.co.uk,OpenSources;Allcott18,,TRUE,,,rumor,
extraclubmagazine.com,OpenSources,,TRUE,,,bias;clickbait;fake,
eyeopening.info,OpenSources,,TRUE,,,conspiracy;junksci,
factcheckingturkey.com,MBFC,,TRUE,Right;State Propaganda,,,
factrider.com,PolitiFact;Allcott18,,TRUE,,,,
factswanted.com,MBFC,,TRUE,Lack of Transparency;Poor Sourcing;Plagiarism,,,
fairfieldreporter.com,NYTimesPinkSlime,,,,,,
fairfieldreview.com,NYTimesPinkSlime,,,,,,
fairus.org,MBFC,,TRUE,Extreme Right;Anti-Immigration Propaganda;Conspiracy Theories;Misleading Claims,,,
fakingnews.com,OpenSources,,TRUE,,,fake;satire,
fallscityguide.com,NYTimesPinkSlime,,,,,,
familysecuritymatters.org,OpenSources,,FALSE,,,conspiracy;bias,
famousviralstories.com,Allcott18;Grinberg19,,TRUE,,,,
fanzinger.com,Allcott18;Grinberg19,,FALSE,,,,
fargostandard.com,NYTimesPinkSlime,,,,,,
farminsurancenews.com,NYTimesPinkSlime,,,,,,
farmwars.info,OpenSources,,TRUE,,,fake news;conspiracy,
farwesttxnews.com,NYTimesPinkSlime,,,,,,
fascism.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
fayettevillestandard.com,NYTimesPinkSlime,,,,,,
fayettevilletoday.com,NYTimesPinkSlime,,,,,,
fbnewscycle.com,FactCheck;NewsGuard,,TRUE,,deceptiveHeadlines;contentCreators;falseContent;basicStandards;newsOpinion,,
fdahealthnews.com,NYTimesPinkSlime,,,,,,
fdareporter.com,NYTimesPinkSlime,,,,,,
federalistnation.com,MBFC;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Conspiracy;Fake News,,,
federalisttribune.com,MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Some Fake News,,,
fedsalert.com,OpenSources;Buzzfeed17;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
fellowshipoftheminds.com,OpenSources;FactCheck;Allcott18,,FALSE,,,conspiracy;junksci,
fergieinfo.com,FactCheck;Buzzfeed18,,FALSE,,,,
findlaytimes.com,NYTimesPinkSlime,,,,,,
fingerlakestoday.com,NYTimesPinkSlime,,,,,,
firstpost.com,Allcott18;PolitiFact,,TRUE,,,,
firststatetimes.com,NYTimesPinkSlime,,,,,,
fiveareaguide.com,NYTimesPinkSlime,,,,,,
flarecord.com,NYTimesPinkSlime,,,,,,
flashinfo.org,Allcott18;Grinberg19,,TRUE,,,,
flashnewscorner.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Fake News,,fake,
flbusinessdaily.com,NYTimesPinkSlime,,,,,,
flcatholictribune.com,NYTimesPinkSlime,,,,,,
flexpolitics.com,FactCheck,,FALSE,,,,
florida-times.co,Buzzfeed18,,FALSE,,,,
floridaparishnews.com,NYTimesPinkSlime,,,,,,
floridasunpost.com,OpenSources;MBFC;Buzzfeed17;PolitiFact;Allcott18;Grinberg19,,FALSE,Imposter Site;Fake News,,fake;satirical,
floydvalleyguide.com,NYTimesPinkSlime,,,,,,
focusnews.info,PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
focusonthefamily.com,MBFC,,TRUE,Extreme Right;Propaganda,,,
folksvideo.com,Buzzfeed17;Buzzfeed18;Allcott18;Grinberg19,,FALSE,,,,
fondulacnews.com,NYTimesPinkSlime,,,,,,
foodbabe.com,OpenSources,,TRUE,,,junksci,
foothillsreview.com,NYTimesPinkSlime,,,,,,
forestcountrynews.com,NYTimesPinkSlime,,,,,,
forfreedomworld.com,PolitiFact;Allcott18;NewsGuard,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
fortsmithtimes.com,NYTimesPinkSlime,,,,,,
fourwinds10.net,OpenSources,,TRUE,,,conspiracy;junksci,
fox-news24.com,Wikipedia;PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
foxcitiesnews.com,NYTimesPinkSlime,,,,,,
foxnews-us.com,Buzzfeed18;NewsGuard,,FALSE,,falseContent;basicStandards;accountabilityPractices;deceptiveHeadlines;ownership;management;contentCreators,,
fprnradio.com,OpenSources,,FALSE,,,conspiracy;fake,
france.actualites.co,Allcott18;Grinberg19,,FALSE,,,,
france24-tv.com,MBFC,,FALSE,Imposter Website;Fake News,,,
franklinarcher.com,NYTimesPinkSlime,,,,,,
frc.org,MBFC,,TRUE,Extreme Right;Hate Group,,,
freakoutnation.com,OpenSources;MBFC,,FALSE,Extreme Left;Propaganda;Conspiracy,,bias,
freddymag.com,Buzzfeed16;Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,,
fredericksburgleader.com,NYTimesPinkSlime,,,,,,
freedomcrossroads.us,PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
freedomdaily.com,OpenSources;FactCheck;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Some Fake News,,fake,
freedomforceinternational.com,OpenSources,,TRUE,,,conspiracy,
freedomjunkshun.com,PolitiFact;Allcott18,,FALSE,,,,
freedomlibertynews.com,MBFC,,FALSE,Extreme Right;Propaganda;Anti-Islam,,,
freedommedianetwork.com,NYTimesPinkSlime,,,,,,
freedomnewsreport.com,MBFC,,TRUE,Right;Propaganda;,,,
freedomoutpost.com,OpenSources,,TRUE,,,conspiracy;bias,
freedomsfinalstand.com,MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda,,,
freedomsphoenix.com,OpenSources,,TRUE,,,bias;conspiracy,
freedomworldnews.com,OpenSources,,TRUE,,,bias;unreliable,
freedumjunkshun.com,Snopes,,FALSE,,,,
freeinfomedia.com,PolitiFact;Allcott18,,FALSE,,,,
freeinquirer.com,Buzzfeed17;Allcott18,,FALSE,,,,
freepatriotpost.com,MBFC,,FALSE,Extreme Right;Propaganda;Fake News;Conspiracy,,,
freerepublic.com,PolitiFact;Allcott18,,TRUE,,,,
freespeechtime.net,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Anti-Islam,,,
freetelegraph.com,MBFC;NewsGuard,,TRUE,Right;Propaganda,management;contentCreators;ownership;accountabilityPractices;basicStandards;deceptiveHeadlines,,
freewoodpost.com,OpenSources;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18,,FALSE,,,satire,
freshdailyreport.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
fresnoleader.com,NYTimesPinkSlime,,,,,,
friendsofsyria.wordpress.com,Allcott18;Grinberg19,,TRUE,,,,
fromthetrenchesworldreport.com,OpenSources,,TRUE,,,conspiracy;junksci;bias,
frontpagemag.com,OpenSources;MBFC;Allcott18;NewsGuard,,TRUE,Extreme Right;Hate Group,falseContent;basicStandards;deceptiveHeadlines;newsOpinion;accountabilityPractices;ownership,bias;hate,
ftwaynetimes.com,NYTimesPinkSlime,,,,,,
ftworthtimes.com,NYTimesPinkSlime,,,,,,
fury.news,MBFC;Allcott18,,TRUE,Extreme Right;Propaganda;Hate Group;Fake News,,,
fwdnow.com,MBFC,,FALSE,Extreme Left;Propaganda,,,
gabusinessdaily.com,NYTimesPinkSlime,,,,,,
gadsdentoday.com,NYTimesPinkSlime,,,,,,
gaia.com,OpenSources,,TRUE,,,conspiracy;junksci,
galacticconnection.com,OpenSources,,TRUE,,,junksci,
galesburgreporter.com,NYTimesPinkSlime,,,,,,
galvaguide.com,NYTimesPinkSlime,,,,,,
ganadoguide.com,NYTimesPinkSlime,,,,,,
gangstergovernment.com,OpenSources,,TRUE,,,conspiracy;bias,
gardenstatetimes.com,NYTimesPinkSlime,,,,,,
gastoniatimes.com,NYTimesPinkSlime,,,,,,
gatesofvienna.net,OpenSources,,TRUE,,,hate;conspiracy,
gatewayreporter.com,NYTimesPinkSlime,,,,,,
gellerreport.com,FactCheck;NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
gemstatewire.com,NYTimesPinkSlime,,,,,,
geneseenews.com,NYTimesPinkSlime,,,,,,
geoengineeringwatch.org,OpenSources,,TRUE,,,junksci;conspiracy,
geologyin.com,MBFC;NewsGuard,,TRUE,Pro-Science;Lack of transparency,basicStandards;accountabilityPractices;ownership;management;contentCreators,,
georgiamountainnews.com,NYTimesPinkSlime,,,,,,
germantownreview.com,NYTimesPinkSlime,,,,,,
getoffthebs.com,Allcott18,,TRUE,,,,
girlsjustwannahaveguns.com,MBFC,,TRUE,Extreme Right;Propaganda,,,
givemeliberity01.com,OpenSources,,FALSE,,,fake,
givemeliberty01.com,PolitiFact;Allcott18;Grinberg19,,TRUE,,,,
glaciercountrynews.com,NYTimesPinkSlime,,,,,,
glaringhypocrisy.com,OpenSources,,TRUE,,,hate;conspiracy,
glenelderguide.com,NYTimesPinkSlime,,,,,,
glitch.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
globalassociatednews.com,Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,,
globalassociatednews.com/,Wikipedia;Buzzfeed16,,FALSE,,,,
globalinfotoday.com,MBFC,,FALSE,Extreme Right;Propaganda,,,
globalpoliticsnow.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,TRUE,Extreme Right;Propaganda;Some Fake News,,fake,
globalresearch.ca,OpenSources;Wikipedia,,TRUE,,,conspiracy,
globalrevolutionnetwork.com,PolitiFact;Allcott18,,FALSE,,,,
globemagazine.com,MBFC,,TRUE,Sensationalism;Fake News,,,
gloucestertoday.com,NYTimesPinkSlime,,,,,,
godfatherpolitics.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy,,,
godlikeproductions.com,OpenSources,,TRUE,,,conspiracy,
goldcountrytoday.com,NYTimesPinkSlime,,,,,,
goldenrodnews.com,NYTimesPinkSlime,,,,,,
goldenstatetoday.com,NYTimesPinkSlime,,,,,,
goldpolitics.com,FactCheck,,FALSE,,,,
goneleft.com,OpenSources;MBFC,,FALSE,Extreme Left;Propaganda;Conspiracy,,fake,
goodgopher.com,MBFC,,TRUE,Right;Conspiracy;Pseudoscience;Some Fake News,,,
goop.com,NewsGuard,,TRUE,,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;accountabilityPractices,,
gopthedailydose.com,OpenSources;Allcott18,,FALSE,,,fake;conspiracy;bias,
gossipmillsa.com,Wikipedia,,FALSE,,,,
gothatoday.com,NYTimesPinkSlime,,,,,,
gotnews.com,MBFC;Allcott18,,FALSE,Extreme Right;Propaganda;Conspiracy;Hate Group;Some Fake News,,,
govtslaves.info,OpenSources,,TRUE,,,conspiracy,
grabien.com,NewsGuard,,TRUE,,newsOpinion;ownership;labelsAdvertising;basicStandards;accountabilityPractices,,
grandcanyontimes.com,NYTimesPinkSlime,,,,,,
grandjunctiontimes.com,NYTimesPinkSlime,,,,,,
grandrapidsreporter.com,NYTimesPinkSlime,,,,,,
granitestatetimes.com,NYTimesPinkSlime,,,,,,
grayguide.com,NYTimesPinkSlime,,,,,,
graysontimes.com,NYTimesPinkSlime,,,,,,
greanvillepost.com,OpenSources,,TRUE,,,conspiracy,
greatamericanpolitics.com,NewsGuard,,TRUE,,accountabilityPractices;management;falseContent;basicStandards;newsOpinion;deceptiveHeadlines,,
greatlakeswire.com,NYTimesPinkSlime,,,,,,
greenbayreporter.com,NYTimesPinkSlime,,,,,,
greenecotimes.com,NYTimesPinkSlime,,,,,,
greenecountyguide.com,NYTimesPinkSlime,,,,,,
greenhillsreporter.com,NYTimesPinkSlime,,,,,,
greenmedinfo.com,OpenSources;NewsGuard,,TRUE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership,junksci,
greenmountaintimes.com,NYTimesPinkSlime,,,,,,
greensbororeporter.com,NYTimesPinkSlime,,,,,,
greenvillegazette.com,Allcott18;Grinberg19,,TRUE,,,,
greenvilleleader.com,NYTimesPinkSlime,,,,,,
greenvillereporter.com,NYTimesPinkSlime,,,,,,
gregpalast.com,NewsGuard,,TRUE,,ownership;newsOpinion;basicStandards;accountabilityPractices;deceptiveHeadlines,,
grimesjournal.com,NYTimesPinkSlime,,,,,,
grundyguide.com,NYTimesPinkSlime,,,,,,
grundyreporter.com,NYTimesPinkSlime,,,,,,
gtrtimes.com,NYTimesPinkSlime,,,,,,
guatemalabusinessdaily.com,NYTimesPinkSlime,,,,,,
guerilla.news,Wikipedia;PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
guerillanews.com,Allcott18;Grinberg19,,FALSE,,,,
gulfnews.com,NewsGuard,,TRUE,,basicStandards;accountabilityPractices;newsOpinion;management;contentCreators,,
gulfnewsjournal.com,NYTimesPinkSlime,,,,,,
gummypost.com,OpenSources;Wikipedia;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
guthriecountyguide.com,NYTimesPinkSlime,,,,,,
halfwaypost.com,PolitiFact;Allcott18,,TRUE,,,,
halturnershow.com,Allcott18;Grinberg19,,TRUE,,,,
hamiltonreporter.com,NYTimesPinkSlime,,,,,,
hancockguide.com,NYTimesPinkSlime,,,,,,
hancocknyguide.com,NYTimesPinkSlime,,,,,,
hangthebankers.com,OpenSources;MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy,,conspiracy,
hannity.com,NewsGuard,,TRUE,,basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;contentCreators,,
happyvalleytimes.com,NYTimesPinkSlime,,,,,,
hardnews.network,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy,,,
harfordnews.com,NYTimesPinkSlime,,,,,,
hartfordreporter.com,NYTimesPinkSlime,,,,,,
hawkeyereporter.com,NYTimesPinkSlime,,,,,,
headlinebrief.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
health.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
healthimpactnews.com,OpenSources,,TRUE,,,junksci;bias,
healthnutnews.com,OpenSources;Allcott18;NewsGuard,,TRUE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;labelsAdvertising;management;contentCreators,junksci,
healthy-holistic-living.com,OpenSources;NewsGuard,,TRUE,,ownership;accountabilityPractices;falseContent;basicStandards;newsOpinion;deceptiveHeadlines,junksci;clickbait,
healthycareandbeauty.com,OpenSources;PolitiFact;Allcott18,,FALSE,,,fake;unreliable,
healthyfoodhouse.com,NewsGuard,,TRUE,,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
healthyworldhouse.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
heartland.org,OpenSources;MBFC,,TRUE,Propaganda;Numerous Failed Fact Checks;Lack of Transparency,,bias,
heatst.com,OpenSources;Allcott18,,TRUE,,,clickbait;bias,
heaviermetal.net,Buzzfeed16;Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,,
heightpost.com,PolitiFact;Allcott18,,TRUE,,,,
henricotimes.com,NYTimesPinkSlime,,,,,,
henrymakow.com,OpenSources,,TRUE,,,conspiracy,
herbs.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
heresyblog.net,OpenSources,,TRUE,,,bias;conspiracy;rumor,
hernandoreporter.com,NYTimesPinkSlime,,,,,,
hibusinessdaily.com,NYTimesPinkSlime,,,,,,
hickorysun.com,NYTimesPinkSlime,,,,,,
highcountrytimes.com,NYTimesPinkSlime,,,,,,
highereducationtribune.com,NYTimesPinkSlime,,,,,,
higherperspectives.com,Allcott18;PolitiFact;NewsGuard,,TRUE,,basicStandards;accountabilityPractices;deceptiveHeadlines;contentCreators;newsOpinion;ownership;labelsAdvertising;management,,
hillcountrychronicle.com,NYTimesPinkSlime,,,,,,
hillsboroughsun.com,NYTimesPinkSlime,,,,,,
hiltonheadreporter.com,NYTimesPinkSlime,,,,,,
hindstoday.com,NYTimesPinkSlime,,,,,,
hoggwatch.com,MBFC;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy;Fake News,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
hoggwatch.us,Buzzfeed18,,FALSE,,,,
hollandreporter.com,NYTimesPinkSlime,,,,,,
hollywoodlife.com,NewsGuard,,TRUE,,basicStandards;deceptiveHeadlines;accountabilityPractices;contentCreators,,
holyroodguide.com,NYTimesPinkSlime,,,,,,
honolulureporter.com,NYTimesPinkSlime,,,,,,
hoosierstatetoday.com,NYTimesPinkSlime,,,,,,
hopkinsvilletimes.com,NYTimesPinkSlime,,,,,,
horowitzfreedomcenter.org,OpenSources;MBFC,,TRUE,Extreme Right;Hate Group;Propaganda,,bias,
hotglobalnews.com,Buzzfeed16;Buzzfeed17;Allcott18;Grinberg19,,TRUE,,,,
hotspringstimes.com,NYTimesPinkSlime,,,,,,
houmathibodauxnews.com,NYTimesPinkSlime,,,,,,
housatonicvalleynews.com,NYTimesPinkSlime,,,,,,
houston-chronicle.tv,Wikipedia,,FALSE,,,,
houstonchronicle-tv.com,Buzzfeed17;PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
houstonleader.com,Buzzfeed17;Allcott18,,FALSE,,,,
houstonrepublic.com,NYTimesPinkSlime,,,,,,
howardconews.com,NYTimesPinkSlime,,,,,,
hrdailywire.com,NYTimesPinkSlime,,,,,,
hudsontoday.com,NYTimesPinkSlime,,,,,,
humansarefree.com,OpenSources;NewsGuard,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,conspiracy,
humboldtreview.com,NYTimesPinkSlime,,,,,,
hunterscreeknews.com,NYTimesPinkSlime,,,,,,
huntingtontimes.com,NYTimesPinkSlime,,,,,,
huntsvilleleader.com,NYTimesPinkSlime,,,,,,
hutchtoday.com,NYTimesPinkSlime,,,,,,
huzlers.com,OpenSources;Wikipedia;Snopes;CBS;Buzzfeed16;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;NewsGuard;Grinberg19,,TRUE,,basicStandards;accountabilityPractices;newsOpinion;ownership;labelsAdvertising;management;contentCreators;deceptiveHeadlines;falseContent,satire,
iabusinessdaily.com,NYTimesPinkSlime,,,,,,
ibxnews.com,NYTimesPinkSlime,,,,,,
icr.org,OpenSources,,FALSE,,,junksci,
idasacguide.com,NYTimesPinkSlime,,,,,,
idbusinessdaily.com,NYTimesPinkSlime,,,,,,
ideaspots.com,PolitiFact;Allcott18,,FALSE,,,,
identityevropa.com,MBFC,,FALSE,,,,
iflscience.com,NewsGuard,,TRUE,,basicStandards;accountabilityPractices;ownership;contentCreators,,
ifyouonlynews.com,OpenSources;MBFC;CBS,,TRUE,Extreme Left;Propaganda;Some Fake News,,unreliable;satire,
ihatethemedia.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Some Fake News,,,
ihavethetruth.com,OpenSources;MBFC;Allcott18,,FALSE,Extreme Right;Propaganda,,bias;clickbait;fake,
ihr.org,OpenSources;MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Hate Group,,hate,
ihypocrite.net,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy,,,
ijr.com,OpenSources;Allcott18,,TRUE,,,political;bias;unreliable,
ilblogdellestelle.it,NewsGuard,,TRUE,,ownership;management;newsOpinion;basicStandards;contentCreators;accountabilityPractices,,
ilbusinessdaily.com,NYTimesPinkSlime,,,,,,
illicitinfo.com,MBFC;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy;Poor Sourcing,falseContent;basicStandards;newsOpinion;contentCreators,,
illinoisvalleytimes.com,NYTimesPinkSlime,,,,,,
illuminati-news.com,OpenSources,,TRUE,,,conspiracy,
ilovemyamerica.net,FactCheck;NewsGuard,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
ilovemyfreedom.org,OpenSources;MBFC;Allcott18;NewsGuard;Grinberg19,,TRUE,Extreme Right;Propaganda;Conspiracy;Poor Sourcing,basicStandards;newsOpinion;deceptiveHeadlines;contentCreators,bias;clickbait,
ilovenativeamericans.us,PolitiFact;Allcott18,,FALSE,,,,
immediatesafety.org,OpenSources,,TRUE,,,fake,
imowired.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Fake News,,,
imperialcanews.com,NYTimesPinkSlime,,,,,,
impulsetoday.com,Allcott18,,TRUE,,,,
in5d.com,OpenSources,,TRUE,,,junksci,
independentminute.com,PolitiFact;Allcott18,,TRUE,,,,
independentsentinel.com,NewsGuard,,TRUE,,newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership;management;contentCreators,,
indiaarising.com,OpenSources,,FALSE,,,clickbait;unreliable,
indianabusinessdaily.com,NYTimesPinkSlime,,,,,,
indianolaguide.com,NYTimesPinkSlime,,,,,,
indiantownguide.com,NYTimesPinkSlime,,,,,,
indiatimes.com,Allcott18;PolitiFact,,TRUE,,,,
indigenous.club,MBFC,,FALSE,Conspiracy;Propaganda;Fake News,,,
industrytxguide.com,NYTimesPinkSlime,,,,,,
indystandard.com,NYTimesPinkSlime,,,,,,
infiniteunknown.net,OpenSources,,TRUE,,,conspiracy,
infogalactic.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy,,,
informationclearinghouse.info,OpenSources,,TRUE,,,conspiracy;unreliable,
informationliberation.com,MBFC;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy;Lack of Transparency,newsOpinion;deceptiveHeadlines;ownership;management;contentCreators;accountabilityPractices,,
informedowners.com,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy,,,
informetoday.com,OpenSources,,TRUE,,,bias;unreliable,
infoscum.com,MBFC,,TRUE,,,,
infostormer.com,OpenSources,,TRUE,,,fake;hate;conspiracy,
infowars.com,OpenSources;Wikipedia;FactCheck;CBS;Allcott18;NewsGuard,,TRUE,,falseContent;basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices,conspiracy,
inquisitr.com,Allcott18,,TRUE,,,,
insanity.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
insuranceratereporter.com,NYTimesPinkSlime,,,,,,
intellihub.com,OpenSources,,TRUE,,,conspiracy;unreliable,
interestingdailynews.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
interioralaskanews.com,NYTimesPinkSlime,,,,,,
internationalhighlife.com,NewsGuard,,TRUE,,management;contentCreators;deceptiveHeadlines;basicStandards;accountabilityPractices;newsOpinion,,
intrendtoday.com,OpenSources;Allcott18;Grinberg19,,FALSE,,,fake;clickbait,
investmentresearchdynamics.com,OpenSources,,TRUE,,,conspiracy,
investmentwatchblog.com,OpenSources,,TRUE,,,bias;fake,
iotwreport.com,Allcott18,,TRUE,,,,
iowacitytoday.com,NYTimesPinkSlime,,,,,,
iowaregionalguide.com,NYTimesPinkSlime,,,,,,
ipatriot.com,Allcott18;Grinberg19,,TRUE,,,,
