domain,sources,date_snapshotted,available,mbfc_tags,ng_tags,os_tags,pf_tags
cernovich.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy,,,
cgtn.com,NewsGuard,,TRUE,,basicStandards;newsOpinion;accountabilityPractices;ownership;management;contentCreators,,
chambanasun.com,NYTimesPinkSlime,,,,,,
channel-7-news.com,OpenSources;Allcott18,,FALSE,,,fake,
channel16news.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
channel17news.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
channel18news.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,TRUE,,,fake,
channel22news.com,Buzzfeed17;Buzzfeed18;Allcott18;NewsGuard;Grinberg19,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
channel23news.com,FactCheck;Buzzfeed17;Buzzfeed18;Allcott18;NewsGuard;Grinberg19,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
channel24news.com,Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;NewsGuard,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
channel28news.com,Buzzfeed17;Buzzfeed18;Allcott18;NewsGuard;Grinberg19,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
channel33news.com,Buzzfeed17;Buzzfeed18;Allcott18;NewsGuard,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
channel34news.com,Buzzfeed17;Buzzfeed18;Allcott18;NewsGuard;Grinberg19,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
channel40news.com,Buzzfeed17;Buzzfeed18;Allcott18;NewsGuard,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
channel45news.com,Buzzfeed17;Buzzfeed18;Allcott18;NewsGuard;Grinberg19,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
channel46news.com,Buzzfeed17;Buzzfeed18;Allcott18;NewsGuard,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
channel5000.com,Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,,
channel55news.com,Buzzfeed17;Allcott18,,FALSE,,,,
channel56news.com,Buzzfeed17;Allcott18,,FALSE,,,,
channel59news.com,Buzzfeed17;Allcott18,,FALSE,,,,
channel60news.com,Buzzfeed17;Buzzfeed18;Allcott18,,FALSE,,,,
channel62news.com,Buzzfeed17;Allcott18,,FALSE,,,,
channel63news.com,Buzzfeed17;Allcott18,,FALSE,,,,
channel65news.com,Buzzfeed17;Allcott18,,FALSE,,,,
channel66news.com,Buzzfeed17;Allcott18,,FALSE,,,,
channel68news.com,Buzzfeed17;Allcott18,,FALSE,,,,
channel77news.com,Buzzfeed17;Allcott18,,FALSE,,,,
chapelhillreview.com,NYTimesPinkSlime,,,,,,
charlestonleader.com,NYTimesPinkSlime,,,,,,
charlestonreporter.com,NYTimesPinkSlime,,,,,,
checkoutthehealthyworld.com,OpenSources,,TRUE,,,junksci;clickbait,
chicagocitywire.com,NYTimesPinkSlime,,,,,,
chicksonright.com,NewsGuard,,TRUE,,basicStandards;newsOpinion;deceptiveHeadlines,,
chicksontheright.com,OpenSources;Allcott18,,TRUE,,,clickbait;bias,
chicotimes.com,NYTimesPinkSlime,,,,,,
chippewavalleytimes.com,NYTimesPinkSlime,,,,,,
choiceandtruth.com,Allcott18;Grinberg19,,FALSE,,,,
christianaction.org,MBFC,,TRUE,Extreme Right;Propaganda;Hate Group,,,
christianheadlines.com,NewsGuard,,TRUE,,basicStandards;newsOpinion;management;contentCreators,,
christiantimes.com,CBS,,TRUE,,,,
christiantimesnewspaper.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,rumor;bias;fake,
christiantoday.com,NewsGuard,,TRUE,,newsOpinion;accountabilityPractices;contentCreators;ownership;labelsAdvertising,,
christiantoday.info,PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
chuckcallesto.blogspot.com,Allcott18;Grinberg19,,FALSE,,,,
cincyreporter.com,NYTimesPinkSlime,,,,,,
cis.org,MBFC,,TRUE,Extreme Right;Anti-Immigration Propaganda;Misleading Claims,,,
city-herald.com,PolitiFact;Allcott18,,FALSE,,,,
cityworldnews.com,OpenSources;MBFC,,TRUE,Fake News,,fake,
civictribune.com,OpenSources;CBS;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;Grinberg19,,TRUE,,,fake,
clancyreport.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
clarionproject.org,MBFC,,TRUE,Extreme Right;Hate Group,,,
clarkeunionnews.com,NYTimesPinkSlime,,,,,,
clarksvilletimes.com,NYTimesPinkSlime,,,,,,
clashdaily.com,OpenSources;MBFC;Allcott18;PolitiFact;NewsGuard;Grinberg19,,TRUE,Extreme Right;Hate Group;Propaganda,labelsAdvertising;falseContent;newsOpinion;ownership;deceptiveHeadlines;basicStandards;accountabilityPractices,fake;conspiracy;bias,
claycotimes.com,NYTimesPinkSlime,,,,,,
clayreporter.com,NYTimesPinkSlime,,,,,,
clear-politics.com,Allcott18;Grinberg19,,FALSE,,,,
clermonttimes.com,NYTimesPinkSlime,,,,,,
clevelandreporter.com,NYTimesPinkSlime,,,,,,
climate.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
clintonreview.com,NYTimesPinkSlime,,,,,,
clivenews.com,NYTimesPinkSlime,,,,,,
cloudpolitical.com,FactCheck,,FALSE,,,,
cnewsgo.com,PolitiFact;Allcott18,,FALSE,,,,
cnn-business-news.ga,PolitiFact;Allcott18,,FALSE,,,,
cnn-globalnews.com,MBFC;Buzzfeed17;Allcott18,,FALSE,Imposter Site;Fake News,,,
cnn-internationaledition.com,Buzzfeed17;Allcott18,,FALSE,,,,
cnn-trending.com,Wikipedia,,FALSE,,,,
cnn.com.de,MBFC;Buzzfeed17;Buzzfeed18;Allcott18;Grinberg19,,FALSE,Imposter Site;Fake News,,,
cnnews3.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
cnoticias.net,Buzzfeed17;Buzzfeed18;Allcott18,,FALSE,,,,
cnsnews.com,OpenSources;MBFC,,TRUE,Extreme Right;Propaganda;Some Fake News,,unreliable;bias,
coachellatoday.com,NYTimesPinkSlime,,,,,,
coalregionnews.com,NYTimesPinkSlime,,,,,,
coastalganews.com,NYTimesPinkSlime,,,,,,
cobbreporter.com,NYTimesPinkSlime,,,,,,
cobusinessdaily.com,NYTimesPinkSlime,,,,,,
coconinonews.com,NYTimesPinkSlime,,,,,,
coed.com,OpenSources,,TRUE,,,fake;unreliable,
coffeebreakforyou.com,PolitiFact;Allcott18,,FALSE,,,,
coldspringguide.com,NYTimesPinkSlime,,,,,,
colemancountyguide.com,NYTimesPinkSlime,,,,,,
collective-evolution.com,OpenSources;Allcott18;NewsGuard,,TRUE,,management;newsOpinion;falseContent;basicStandards;deceptiveHeadlines;accountabilityPractices,junksci,
collectivelyconscious.net,OpenSources,,FALSE,,,junksci;conspiracy,
collegeparktoday.com,NYTimesPinkSlime,,,,,,
collintimes.com,NYTimesPinkSlime,,,,,,
coloradovalleyguide.com,NYTimesPinkSlime,,,,,,
columbiamonews.com,NYTimesPinkSlime,,,,,,
columbiastandard.com,NYTimesPinkSlime,,,,,,
columbusgroveguide.com,NYTimesPinkSlime,,,,,,
columbusstandard.com,NYTimesPinkSlime,,,,,,
comicallyincorrect.com,NewsGuard,,TRUE,,ownership;management;contentCreators;basicStandards;accountabilityPractices;newsOpinion,,
concealednation.org,Allcott18,,TRUE,,,,
concernedwomen.org,MBFC,,TRUE,Extreme Right;Propaganda;Hate Group,,,
conchovalleynews.com,NYTimesPinkSlime,,,,,,
concisepolitics.com,OpenSources,,FALSE,,,conspiracy;hate,
concordledger.com,NYTimesPinkSlime,,,,,,
consciouslifenews.com,OpenSources,,TRUE,,,junksci,
consciouslyenlightened.com,Allcott18;Grinberg19,,FALSE,,,,
consciousreminder.com,NewsGuard,,TRUE,,basicStandards;accountabilityPractices;ownership;management;contentCreators,,
conservapedia.com,OpenSources;MBFC,,TRUE,Extreme Right;Propaganda,,bias,
conservative-headlines.com,MBFC,,FALSE,Extreme Right;Hate Group,,,
conservative101.com,Wikipedia;MBFC;Allcott18;PolitiFact;NewsGuard,,FALSE,Extreme Right;Propaganda;Conspiracy,basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership;management;contentCreators,,
conservative7.com,PolitiFact;Allcott18,,FALSE,,,,
conservativeangle.com,FactCheck,,TRUE,,,,
conservativearmy88.com,MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Fake News,,,
conservativebyte.com,OpenSources;MBFC;Allcott18,,TRUE,Extreme Right;Propaganda;Fake News,,fake;bias,
conservativedailypost.com,OpenSources;MBFC;Allcott18;PolitiFact;NewsGuard;Grinberg19,,TRUE,Extreme Right;Propaganda;Conspiracy;Some Fake News,falseContent;basicStandards;newsOpinion;accountabilityPractices;ownership;management,fake;unreliable,
conservativefighters.com,OpenSources;MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy,,fake,
conservativefiringline.com,OpenSources;MBFC;Allcott18;NewsGuard,,TRUE,Extreme Right;Propaganda,falseContent;basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership,bias;conspiracy;clickbait,
conservativeflashnews.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Fake News,,fake,
conservativefreepress.com,MBFC,,TRUE,Extreme Right;Propaganda,,,
conservativefrontline.com,Wikipedia,,TRUE,,,,
conservativeinfidel.com,OpenSources,,FALSE,,,fake;conspiracy,
conservativeinfocorner.com,PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
conservativeinfocorner.us,MBFC,,FALSE,Extreme Right;Fake News,,,
conservativeinsider.co,Allcott18;Grinberg19,,FALSE,,,,
conservativemedia.com,MBFC,,TRUE,Extreme Right;Propaganda,,,
conservativeoutfitters.com,OpenSources;Allcott18,,FALSE,,,unreliable;clickbait,
conservativepaper.com,PolitiFact;Allcott18,,FALSE,,,,
conservativepaper.us,FactCheck,,FALSE,,,,
conservativepoliticus.com,MBFC;PolitiFact;Allcott18,,FALSE,Extreme Right;Propaganda;Conspiracy,,,
conservativepost.com,FactCheck;MBFC;Allcott18;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy;Fake News,basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership;management;contentCreators,,
conservativerefocus.com,OpenSources,,TRUE,,,conspiracy,
conservativespirit.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Conspiracy,,bias;fake,
conservativestate.com,OpenSources;Buzzfeed16,,FALSE,,,bias,
conservativestudio.com,Allcott18;Grinberg19,,FALSE,,,,
conservativetears.com,NewsGuard,,TRUE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
conservativetribune.com,OpenSources;Allcott18;NewsGuard,,TRUE,,newsOpinion;falseContent;basicStandards;deceptiveHeadlines,bias;conspiracy;unreliable,
conservativeview.info,PolitiFact;Allcott18,,FALSE,,,,
consinfo.us,Allcott18,,FALSE,,,,
consmovement.com,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy,,,
consnation.com,FactCheck;MBFC;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda,,,
conspatriot.com,MBFC,,FALSE,Extreme Right;Propaganda;Fake News,,,
conspiracyinquirer.com,MBFC,,TRUE,A Complete Lack of Transparency;Very Poor Sourcing,,,
conspiracyplanet.com,OpenSources,,FALSE,,,conspiracy,
conspiracywire.com,OpenSources,,TRUE,,,conspiracy,
constitutionstatenews.com,NYTimesPinkSlime,,,,,,
contentservices.co,NYTimesPinkSlime,,,,,,
cookcountyrecord.com,NYTimesPinkSlime,,,,,,
cooltobeconservative.com,Allcott18;Grinberg19,,FALSE,,,,
corbettreport.com,OpenSources,,TRUE,,,conspiracy,
cornellransomguide.com,NYTimesPinkSlime,,,,,,
cornhuskerstatenews.com,NYTimesPinkSlime,,,,,,
corpuschristisun.com,NYTimesPinkSlime,,,,,,
countdowntozerotime.com,OpenSources,,TRUE,,,conspiracy,
countercurrents.org,OpenSources,,TRUE,,,political;unreliable,
counterpsyops.com,OpenSources,,TRUE,,,conspiracy,
countynewsroom.info,Wikipedia,,FALSE,,,,
countyweekly.com,Buzzfeed17;Allcott18,,FALSE,,,,
cowgernation.com,OpenSources,,FALSE,,,bias;conspiracy,
crawfordcountytimes.com,NYTimesPinkSlime,,,,,,
crawfordtimes.com,NYTimesPinkSlime,,,,,,
creambmp.com,OpenSources,,FALSE,,,satire;fake,
creativitymovement.net/category/news/,OpenSources,,TRUE,,,hate,
cretereview.com,NYTimesPinkSlime,,,,,,
crooksandliars.com,Allcott18,,TRUE,,,,
cryptogon.com,OpenSources,,TRUE,,,conspiracy;unreliable,
ctbusinessdaily.com,NYTimesPinkSlime,,,,,,
cumberlandvalleynews.com,NYTimesPinkSlime,,,,,,
currentsciencedaily.com,NYTimesPinkSlime,,,,,,
cvikasdrv.com,Buzzfeed18;NewsGuard,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
d.c.,NYTimesPinkSlime,,,,,,
dagospia.com,NewsGuard,,TRUE,,ownership;management;basicStandards;contentCreators;deceptiveHeadlines,,
daily-sun.com,Allcott18;Grinberg19,,TRUE,,,,
daily-vine.com,FactCheck,,FALSE,,,,
dailybuzzlive.com,OpenSources;Wikipedia;MBFC;PolitiFact;Allcott18,,TRUE,Fake News,,fake,
dailycaller.com,OpenSources;Allcott18,,TRUE,,,political;clickbait;bias,
dailycurrant.com,OpenSources;Buzzfeed16;Buzzfeed17;Buzzfeed18;Allcott18;Grinberg19,,FALSE,,,satire,
dailyfeed.news,PolitiFact;Allcott18;NewsGuard,,FALSE,,falseContent;basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership;management;contentCreators,,
dailyfinesser.com,Buzzfeed16;Buzzfeed17;Buzzfeed18;Allcott18;Grinberg19,,FALSE,,,,
dailyheadlines.com,OpenSources,,TRUE,,,fake,
dailyheadlines.net,OpenSources;MBFC;Allcott18,,TRUE,Extreme Right;Propaganda;Some Fake News,,fake,
dailyinfobox.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Fake News,,fake,
dailyinsidernews.com,Allcott18;Grinberg19,,FALSE,,,,
dailyken.com,OpenSources,,TRUE,,,hate,
dailyleak.org,OpenSources,,FALSE,,,satire;fake,
dailymail.co.uk,MBFC,,TRUE,Right;Propaganda;Conspiracy;Some Fake News,,,
dailynews10.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
dailynews11.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
dailynews3.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
dailynews33.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
dailynews5.com,OpenSources;Buzzfeed16;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
dailynewsbin.com,OpenSources;Allcott18,,FALSE,,,bias;clickbait,
dailynewsposts.info,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
dailynotify.com,MBFC,,FALSE,Extreme Right;Propaganda;Fake News,,,
dailyoccupation.com,OpenSources;Allcott18;Grinberg19,,TRUE,,,conspiracy;bias,
dailypoliticalnewswire.com,MBFC,,TRUE,Lack of Transparency;Poor Sourcing;Propaganda,,,
dailypost.ng,Allcott18,,TRUE,,,,
dailypresser.com,MBFC;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Conspiracy;Lack of Transparency,,,
dailysidnews.com,PolitiFact;Allcott18,,FALSE,,,,
dailysnark.com,OpenSources;Allcott18;PolitiFact,,TRUE,,,satire,
dailystormer.com,OpenSources;PolitiFact;Allcott18,,TRUE,,,hate;conspiracy;bias,
dailystormer.name,MBFC,,TRUE,Extreme Right;Hate Group,,,
dailysurge.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,TRUE,,,fake,
dailytelegraph.com.au,OpenSources,,TRUE,,,bias;rumor,
dailythings.world,PolitiFact;Allcott18,,FALSE,,,,
dailyusaupdate.com,OpenSources;Wikipedia;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Some Fake News,,fake,
dailywire.com,OpenSources;Allcott18,,TRUE,,,bias,
dailyworldinformation.com,MBFC,,FALSE,Extreme Right;Fake News,,,
dailyworldupdate.com,Buzzfeed17;Buzzfeed18;Allcott18,,FALSE,,,,
dailyworldupdate.us,Buzzfeed18;NewsGuard,,TRUE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
dakotatimes.com,NYTimesPinkSlime,,,,,,
dallascitywire.com,NYTimesPinkSlime,,,,,,
dallascountyreview.com,NYTimesPinkSlime,,,,,,
dallastimes.us,Buzzfeed17;Allcott18,,FALSE,,,,
damnleaks.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
damreports.com,MBFC,,FALSE,Fake News;Malware,,,
dangerandplay.com,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy;Some Fake News,,,
darkpolitricks.com,OpenSources,,TRUE,,,bias;conspiracy,
dartmouthtimes.com,NYTimesPinkSlime,,,,,,
dataasylum.com,OpenSources,,TRUE,,,conspiracy;junksci,
dauphinnews.com,NYTimesPinkSlime,,,,,,
davidduke.com,OpenSources,,TRUE,,,hate,
davidharrisjr.com,NewsGuard,,TRUE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;labelsAdvertising;management;contentCreators,,
davidwolfe.com,OpenSources;Allcott18,,TRUE,,,conspiracy,
davistimes.com,NYTimesPinkSlime,,,,,,
daytonreporter.com,NYTimesPinkSlime,,,,,,
dcbluedot.com,MBFC,,TRUE,Extreme Left Bias;Propaganda;Conspiracy;Lack of Transparency,,,
dcbusinessdaily.com,NYTimesPinkSlime,,,,,,
dcclothesline.com,OpenSources;MBFC;Allcott18;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy;Fake News,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,conspiracy;junksci,
dcdirtylaundry.com,MBFC;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy;Some Fake News,ownership;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
dcgazette.com,OpenSources;Wikipedia,,TRUE,,,fake,
dctribune.org,NewsGuard,,TRUE,,ownership;labelsAdvertising;newsOpinion;basicStandards;accountabilityPractices;deceptiveHeadlines,,
dcwhispers.com,NewsGuard,,TRUE,,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
ddemocraticunderground.com,OpenSources,,FALSE,,,fake,
deadlinelive.info,OpenSources,,TRUE,,,political;conspiracy,
deadlyclear.wordpress.com,OpenSources,,TRUE,,,bias;fake news,
debka.com,MBFC,,TRUE,Right Bias;Poor Sourcing,,,
debunkingskeptics.com,OpenSources,,TRUE,,,bias;conspiracy,
debusinessdaily.com,NYTimesPinkSlime,,,,,,
decaturtimes.com,NYTimesPinkSlime,,,,,,
defendevropa.org,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy;Hate Group,,,
defenseusa.club,PolitiFact;Allcott18,,FALSE,,,,
defiantamerica.com,MBFC;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy,ownership;management;newsOpinion;falseContent;basicStandards;deceptiveHeadlines;accountabilityPractices,,
defund.com,MBFC;Allcott18,,TRUE,Extreme Right;Propaganda,,,
dekalbganews.com,NYTimesPinkSlime,,,,,,
dekalbtimes.com,NYTimesPinkSlime,,,,,,
delawarecoguide.com,NYTimesPinkSlime,,,,,,
delcoreview.com,NYTimesPinkSlime,,,,,,
democraticmoms.com,MBFC;PolitiFact;Allcott18;NewsGuard;Grinberg19,,FALSE,Extreme Left;Propaganda;Some Fake News,basicStandards;accountabilityPractices;newsOpinion;ownership;management;contentCreators,,
democraticreview.com,MBFC,,FALSE,,,,
democraticunderground.com,PolitiFact;Allcott18,,TRUE,,,,
dennismichaellynch.com,OpenSources;Allcott18,,TRUE,,,political,
denvercitywire.com,NYTimesPinkSlime,,,,,,
denverguardian.com,OpenSources;Wikipedia;MBFC;Buzzfeed16;Allcott18;NewsGuard;Grinberg19,,FALSE,Imposter Site;Fake News,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,fake,
denverinquirer.com,Buzzfeed17;PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
departed.co,OpenSources;Allcott18;Grinberg19,,FALSE,,,fake,
departedme.com,PolitiFact;Allcott18,,FALSE,,,,
departedmedia.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
deplorablemovement2020.news,MBFC,,FALSE,Extreme Right;Conspiracy;Propaganda;Some Fake News,,,
depopulation.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
desmoinesguide.com,NYTimesPinkSlime,,,,,,
desmoinessun.com,NYTimesPinkSlime,,,,,,
detroitcitywire.com,NYTimesPinkSlime,,,,,,
dewittreview.com,NYTimesPinkSlime,,,,,,
digifection.com,MBFC,,FALSE,Extreme Right;Propaganda,,,
dildothedonald.us,Buzzfeed18;NewsGuard,,TRUE,,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
dineal.com,OpenSources;Allcott18;Grinberg19,,FALSE,,,junksci,
disclose.tv,OpenSources;Wikipedia;Allcott18;PolitiFact;Grinberg19,,TRUE,,,satire;conspiracy,
disclosuremedia.net,OpenSources,,FALSE,,,conspiracy,
discoverthenetworks.org,MBFC,,TRUE,Extreme Right;Hate Group,,,
diyhours.net,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
doctorphillipstoday.com,NYTimesPinkSlime,,,,,,
donaldtrumpliedto.us,Buzzfeed18;NewsGuard,,FALSE,,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
donaldtrumpnews.co,OpenSources;MBFC;Allcott18;Grinberg19,,FALSE,Extreme Right;Fake News,,fake,
donaldtrumppotus45.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Conspiracy;Mostly Fake News,,fake,
dont-tread-on.me,OpenSources,,TRUE,,,conspiracy,
dorchestertoday.com,NYTimesPinkSlime,,,,,,
downeasttimes.com,NYTimesPinkSlime,,,,,,
downrivertoday.com,NYTimesPinkSlime,,,,,,
downtrend.com,OpenSources;MBFC;Allcott18;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy,falseContent;basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership;management;contentCreators,fake;satire,
drainingtheswamp.info,MBFC,,FALSE,Extreme Right;Propaganda,,,
drudgereport.com,OpenSources;MBFC;NewsGuard,,TRUE,Propaganda;Conspiracies;Poor Sources;Some Fake News,accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;contentCreators;management;basicStandards,political;bias,
drudgereport.com.co,OpenSources;Wikipedia,,FALSE,,,fake,
drugsofficial.com,Buzzfeed17;Buzzfeed18;Allcott18;Grinberg19,,FALSE,,,,
dublintribune.com,Buzzfeed17;Allcott18,,FALSE,,,,
dubuquecoguide.com,NYTimesPinkSlime,,,,,,
dubuquetimes.com,NYTimesPinkSlime,,,,,,
duffelblog.com,PolitiFact;Allcott18,,TRUE,,,,
dupagepolicyjournal.com,NYTimesPinkSlime,,,,,,
durhamreporter.com,NYTimesPinkSlime,,,,,,
dutchsinse.com,OpenSources,,TRUE,,,conspiracy,
duvaltimes.com,NYTimesPinkSlime,,,,,,
dworkinreport.com,NewsGuard,,TRUE,,basicStandards;accountabilityPractices;newsOpinion,,
eaglerising.com,OpenSources;MBFC;Allcott18;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy;Some Fake News,falseContent;basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;contentCreators,bias;clickbait,
eaglevalleytimes.com,NYTimesPinkSlime,,,,,,
earthnews2016.com,MBFC,,FALSE,Extreme Left;Propaganda,,,
eastalamedanews.com,NYTimesPinkSlime,,,,,,
eastarapahoenews.com,NYTimesPinkSlime,,,,,,
eastarizonanews.com,NYTimesPinkSlime,,,,,,
eastcentralreporter.com,NYTimesPinkSlime,,,,,,
eastclevelandnews.com,NYTimesPinkSlime,,,,,,
eastcontracostanews.com,NYTimesPinkSlime,,,,,,
eastdfwnews.com,NYTimesPinkSlime,,,,,,
easternshoretimes.com,NYTimesPinkSlime,,,,,,
easternwaynetoday.com,NYTimesPinkSlime,,,,,,
easthillsboroughnews.com,NYTimesPinkSlime,,,,,,
easthoustonnews.com,NYTimesPinkSlime,,,,,,
easthudvalleynews.com,NYTimesPinkSlime,,,,,,
eastidahotimes.com,NYTimesPinkSlime,,,,,,
eastindynews.com,NYTimesPinkSlime,,,,,,
eastkentuckytimes.com,NYTimesPinkSlime,,,,,,
eastkingnews.com,NYTimesPinkSlime,,,,,,
eastlakenormannews.com,NYTimesPinkSlime,,,,,,
eastlittlerocktimes.com,NYTimesPinkSlime,,,,,,
eastlouisvillenews.com,NYTimesPinkSlime,,,,,,
eastmichigannews.com,NYTimesPinkSlime,,,,,,
eastmonttimes.com,NYTimesPinkSlime,,,,,,
eastnewmexiconews.com,NYTimesPinkSlime,,,,,,
eastokcnews.com,NYTimesPinkSlime,,,,,,
eastoregonnews.com,NYTimesPinkSlime,,,,,,
eastpanhandlenews.com,NYTimesPinkSlime,,,,,,
eastpanhandletimes.com,NYTimesPinkSlime,,,,,,
eastpdxtoday.com,NYTimesPinkSlime,,,,,,
eastpennyroyalnews.com,NYTimesPinkSlime,,,,,,
eastrgvnews.com,NYTimesPinkSlime,,,,,,
eastsandiegonews.com,NYTimesPinkSlime,,,,,,
eastsbvtimes.com,NYTimesPinkSlime,,,,,,
eastsfvtoday.com,NYTimesPinkSlime,,,,,,
eastsierranews.com,NYTimesPinkSlime,,,,,,
eastslcnews.com,NYTimesPinkSlime,,,,,,
eaststarknews.com,NYTimesPinkSlime,,,,,,
easttwincities.com,NYTimesPinkSlime,,,,,,
eastventuranews.com,NYTimesPinkSlime,,,,,,
eastvolusianews.com,NYTimesPinkSlime,,,,,,
eastwaketimes.com,NYTimesPinkSlime,,,,,,
eastwichitatimes.com,NYTimesPinkSlime,,,,,,
ebolahoax.com,OpenSources,,FALSE,,,conspiracy,
ecalabamanews.com,NYTimesPinkSlime,,,,,,
ecgeorgianews.com,NYTimesPinkSlime,,,,,,
ecindiananews.com,NYTimesPinkSlime,,,,,,
eciowanews.com,NYTimesPinkSlime,,,,,,
eckansasnews.com,NYTimesPinkSlime,,,,,,
ecmissnews.com,NYTimesPinkSlime,,,,,,
ecnebraskanews.com,NYTimesPinkSlime,,,,,,
